words,letter
"ヴア1ジン！yirgipK名)處女。未婚の女。 ヴアイオリンlyiolin] (名]  [音] 洋樂器の名。首 ®くぴれ?:備圓形の胴':四aな張y、弓T摩.•^て,,1 らすtoo表惝U富み、人聲|:近く、强弱*自由,;點 が特色であ提琴0",u
ヴアイオレットtviolet] (§ [植] すみれCS。 う-あいさ [鵜秋沙] (名) [勧3「ぁいさがtj0一 補0鵜|:似て嘴が長い0,u
"ヴアイタフォン！yitaphone] (名}發聲映寶0 ヴアガボンドfVagabondj (う宿な1-。漂泊*o •こるつ3,'0",u
"ヴアス3-ダ-ガマ [Vasco da Gama}(名) [人] ボルトガルの航海者。印度航路の開拓^企*し、一 四九八年及ぴ一五°二年''-印度|:渡り、又、アフ9力 の東岸'6ザ=--ビク.ソフアラ,:植民地か起こし、1五二四年，.ボルトガル領アジャ太守と,£っ,:。(う8)",u
"ヴアテイカン [vaticanH卷口—',市の西北隅|:ゎる法王の宮殿。ローマカトUゥク敎の大本山® 聖ビュト""寺の池に連り：ゥアチカ/丘かぉほふ世畀最大の宮殿。一時,3ガトVック竝ぴ,:世界文化の中 心と稱せられ^^殿內じはラフアエル^ミケランジ1口等巨匠の名畫»',,う0",u
"ヴアーーチィ1tvanity] (名)虛榮心。虛榮。！ •K1スtvanity_case] (名)化粧箱o !フエ 1ヤtvanity.Fair] (名)0流行界。e [文] ®ィギVス人パン.ヤン®小,*「天路歴程」の一61,「虛榮の 巷""©サンヵレーの小訧の名。 r明暗の效巣。 ヴ7リユ1{y-uej (名)0價値。®繪道|:於1,* ヴ^^^^^^^(^©液體やガス體の流れ*® 路|:插入されて、その流®^加減マるt.の。#oe *空球又,1*空管o . rう)(排球)。 ヴアレ]ボ1ル rvouey.bas(§c,1',Ab ヴアンク1ヴア— [Vancouver] (名) [地] ヵナダ太平洋岸|:ある良港で、实領コ°ンビヤ州の港市0 ビユーゼット*か距ててグアンク|ゲアー島|:對1、 北太平洋鐵道の終點。東亞•米國との通商が1*盛で， わ*,國との間u定期船が往復す20",u
ヴアンテ1ジ-アウト [vantagedut] (名)庭球でゝサーゲで尨い側がデュースの後^最初の一點か 得た時にいふりアドグアンテ—ジ-アゥトロアドグア ンテ丨ジ-レシ丨ゲT—°,u
ヴアンテ1ジ■■インqantage-inK名)庭球で、サーグの方がデュース.の後|:、最勒|:1點か得7;時 |:いふ語0アドグ7ンテ—ジ_イン°アドグ7ンテ丨 ジ-サーグT—o 「毒婦。 ヴアン.パイアtvampire] (名)吸血鬼。妓婦。 ヴ7ンプCVampK名)QKIS'®の略り男かれぶ らかす妖婦o吸血鬼0 う-い [雨意] .(名).雨模様。33めtiひ。 う-い門雨衣ゞ名一雨天に着る衣口ゎま^ぬ。,u
"う-い [羽衣K名)天人の着S衣。U•こるt。い(形)-(連體形0み活用.] 愛らしい0神妙«0殊 勝«0け8げ*。(不完全形容詞)3-い；-有爲] (S [佛JC梵Asravaas)因緣和 合®生滅無常*る現象。I-Cん。/ん [有爲轉 變] (名)S] 此の世,1因綠|:よ-,て假|:出來てゐるから，、っつりか11つて、Lてらくも定住せ0ことo 世事の移yか1140-すくはか«い：と0 !ほう ?| [有爲法] (名]  [佛] 因緣l:iて生滅マS*有 1切の法。|の奥山(句)移りか|うり易く、はか «い世^脫する：iの、むづかLい事4深山|:键へ ていった語o",u
"うい.，ひ [初] (接頭)或語|'-冠して「始め°」「初めて'-等の意^あらは-,語。—-げんざん [勒見參；} (患初對面。！U [初子；J (名)始めて生まれ7: 子。う0'ざんの子。I-H SS (名)元服1て初めて冠か着ける：と0(古語)！ ごと [初事] (名)始めてマる：と。<^MeI-ごと [初言] (§11つこうじやう0(古語)^--ざん [初產] (名)初めての出産。！じん""  [初陣3(名)初めて戦場|:出ること0 !だち [初 立] (名)初めて出で立.つこと。(古語)！だら -:«:■} [初立つ] (自動*夕四)0初めて出で立 つ。(古語)084'初めて立つo(古語] ®®めて*立かマ*。(古語)！たび [初嵌1初めての 旅行。；；iつれび。！ちぎょう引二初知行3 (名；}初めて贳ふ知行o初任の時1*-給されa俸祿。 !に [軔,:3(副)初めて。<:古語？ ！ばな [轫 花] (うはつは,;。(古語] 丨-まくら [初枕]  (名ズじいまくら：^新枕^丨-まご鬥初孫-名) 初めての孫。丨-まなび [初學] (名)•0學問か初 めて修めること0©未熟«學問。「誌0週刊刊行物0",u
ウイ1クnveekly] (名] 週刊新聞。週刊雜,u
ヴイ1ナスjyenus] (名)® [神] *臘神話の美と 戀iか掌*女神os [天■-•金星。,u
ウイItlrweepy] (名).感傷的*映*。,u
"ウイ•-ンfwien] (名) [地] 才—ストVャの首府0 :-ナゥ川の右岸にあ^^市街は二十一區に分れ’ゴ シブク式の'6""事堂、ルネサ;-:<式の博物館、近代ゴ シジク式のグォチープ寺院等は同市の偉觀で^る。",u
"ウィウィ去ょう-"" [囘囘敎] (名] i] AゥキJ一は「同Lの字の唐音] 94フっ] OS间敎°",u
"う'うい.し-.-:""-""|:初初し-(游-二)物事|:剛れぬ3ま0恥づか1?うな3ま-古»:> —•い{1'0:-い.} f初初しい] S)(ういういし] の口 Bo !げ [初初しげ] 名)うひうひしい0子0 !さ [初初しさ] (名)うひうひしい：と。又、そ の程度。 「た地域り支那本部^異稱。 う-いき：.？！；禹域'—(名)禹»1鹆水な治めて經魈し うい-きよう---'茴香K名) [植] (茴の字の唐音]  辙形科の多年生草 本。春、宿根より18 生し、高S!一來位。莖U直立L、葉11 多®の絲狀に分裂 せろ羽狀複葉、特異の香*がぁろ0夏，五瓣の小黄花か開き、複撒形花序 ^^^。梁货はほぼ圓簡形で’長い毛鸾が^る❶茴 香油か製し、®用•香料とする。くれのなt。I-s ぶ6 [茴香油] (名)禪發袖の一種。*香の種子4' ら採ったt°o",u
"ヴイクトリヤ [Victoria] (名)OE人] ィギリス女王.印度女帝。ジョージ三世0第四子ケ.ント公ヮ 丨ドの女。一八三七年ゥィyャム西世11次いで卽位 1れ0女王天資1,明、ィギリスの逾政は此の時代|:模 ©的發達*速げ、國力增進し、その植民地,1世界各地 |:跨*|:至°?:0(-,^)©,-'地] @南米7'ラジル、エ スビリト-サント州の首都0©カナダ、英領3,'ンビ ャ州の首府。ゲアンクーグアー島の東南端1'-位すう? 0アフリカの束部ケ--1ャ及ぴタンガ=イカ英國委任 統治區域の境|:*う湖。海拔11三西米、面稜六八、 八00平方籽。•ゥィクトVャ1=ャンザ0",u
"ヴィクトリヤ|<んしよう：：：-;'. [I勸章；！(名] ィギVスの金鵃泐章o靑銅のアルタ十字形で、 陸軍,1,*、海軍,1藍の絞^附マi rf:。",u
ヴィクトリヤス [victoriousK英勝利^得,u
"ヴイジヨンfyision] 〇まぼるLO幻影0e 映畫で、劇中の夢の場•幻の塢•想像の場面等1""-用；6る絞り法0",u
"ウィスキ— [whisky] (名)大麥•小麥.玉蜀黍等 ういき1ううひの穀類か拟料と1、麥芽か加へて精製し,;洋酒で、 多,-の酒精分か含む0",u
"ウィズドム [写う-<1〇111] (名)0智想。©格言〇 ヴィタミン！yitamin] (名)食物中の一成分で、 從來知られれ榮莽素以外の生命素口⑴グィタミン八 Cえか缺けぱ、夜盲症.乜むし症等か起こす),2,グィ. タミン03(え^缺けば'脚氣^起こ^〇(3'グ<夕うン€ (え‘缺け'1'壤血症な起こす：J⑷グィタミン13(え か缺けぱ、齒痛•せむL病な起；彳] gグ<タミンE (高等帑椎励物の生趟作用,:'*耍：>の五""。クイツケツトfwicket] (名)®小門。くぐり門。 放水門。®窓口。受拂口0出札口0©クVッケットで、 木製の小さい三脚,',。©*戶。 3術。科*。",u
ウィッセンシヤフト [獨wissenschaft] (名] ,u
"ウィッテ [Sergei Julievitch wits(名]  [人] ロシヤの政治家oB土戰爭|:際して11軍隊輸送の任 ,;當つて手腕か認められ、一九〇五年8理大臣と,£ リ、同年六月日*戦爭の終局に際して-我が小村. 高平全權と米國ボー-ソマス|:講和倐約か締結し?;0S3",u
ウィット [WS (名)頓智。機智。洒落。,u
ウィニングcwinning] (名)勝。勝點。得點。 ヴィユ1tview] (名)意見。考察。景色。,u
ウィル [wllij(洛)意志0逍言狀0,u
"ウィルソン [Thomas Woodrow Wilson] (各]  [人] アメ V力合衆國第二十八代の大統領。歐洲 大戰|:11、一九1七年、聯合國,:加擔1て對獨宣«な 布告し、一九一九年|月の講和命|8|:は盟主と#つ て、海洋®自由•民族の自決.關税障壁の撤去4-骨子 とする十四箇條の敎窖か提出し、且國際聯盟の基礎 I てゎ。S-)",u
"ウィルヘルム [wimelmK® [A] °うfr夕皇帝-フロシャ王^^フリー：^リッ^-ゥィルへルム三*0子0ビスマルクな宰相,;任じて、大い|:軍備な 擴張して雜填戦役か決狞し’一八六七年北ドィタの 盟主と,£リ、1八七0年—~八七|年の8佛戰役.|:-«、自ら兵か率ゐて出陣し二八七一年一月ゲ*ルサイユU於いてドイタ皇帝宣言式^*げ、rィジ統I ; の大業な成し,;0{|«,'*;3©二世0ドイ!'皇帝'-フ nシヤ王o |世の孫0ビスマルクか斥1,て自らドイ 夕國策の中心と«り、ドイク第|主*かモットーと し飞軍備か整へ，銳*植民地の換""と8易市場の*大|:力め-九一四年、英佛露等と歐洲大戰の戰端fr 開4-對戰五年、戰敗の結果、一九一八年十一月、帝位 な退き、オランダ|;*座しれ〇ドイ>'皇帝0時代': カイゼルと稱aられ,:o (一^^) '",u
"ウィルへルム，テル [wilhd日Te-K名]  [人] スゥィス®傳說的愛國者。時の代官ゲスレルの暴威 u反抗L、*l:えか射殺L、スウィスかオーストVヤの8梏から解放し,:〇こ0傳說^材料と1,:文學|:シルレルの「ウィルヘルム—テルj 2八.〇四年作] がfcac",u
ウィルへルム-マイステル [Wilhelm MeisLter] (名) [文] ゲーテ作の小說。主人公ゥィルへル ム-マイステルと女優マ9.アンネとの情事と、その間 |:出來れフエリックスの敎育法とを描寫しれむので， 第一部は修行時代で^り、第二部は遍歷時代で，氏の 生涯か通じズの大作でぁるぬ一七九五—一七九九年 の作。,u
"うい-ろう U一:外郞K名)(「外」の字S音] 9(う いるうぐすり] の略。©(ういろうtち] の略。！,^  [外郞賣] (务小田原名物の外®賣の物*似 や言び立,'演す*歌舞伎の®。歌舞俠十八番の一。 !ぐすり [外郞藥] .(务 [藥] 元の人，鱧部員外 郎睐宗敬が、我*'國|:歸化Lて創*Lゎ藥で、扛戶 時代''-、小田原から«出1?;10°痰の妙藥〇又、 髮の臭氣か去う|:用ひる0とうちんかう(透頂香：>0I-まめ [外郎豆] (名}T植ん导リ4め。1■ もち [外郎餅] (名)菓子の名。来の粉か黄|:染め、 砂糖か加へ弋蒸し四角じ切つわも^^外郎藥に似た 形と色と^有寸る。山口縣山口®産0 rttがL^o クインク [wink] (名)戀愛信號のまば,:孑。秋波。 ゥイングCWingj (名)0*。®舞®®兩侧|:立て. れ强物a*►►-►妗-*--、 J-1-j:!>インタ1 [矣う'^:1(名)0冬0©晚年0老年0»スポ1ツ twinter.sporta(®*¥l:fiふ運勧競技、卽ちスキ！スケ■卜«どの類0",u
ウインチrwinch] (名)卷 接機械。水平軸|:捲胴か取 附け、二の軸な廻Lて.索又は鎖を捲き、重量物か結束 Lて接卸する機械の8稱。,u
"ウインド丨 [""window] (名：一窓。陳列窓。I,グラス [window.-ass] (名)窓硝子。1-デイ スプレ1 twindow,display] (名)陳列窓1'-商'"",'廣告效果のわるや、フーー14ベJこと。！トリミングrwindow.tdmming] (名)店頭 廣告。店,""*飾。",u
ウインド-ミルf  [■wind me] h稂車に作用うゼれ原動機^芻を装匿^れ輻^-^有彳る羽祖車 な萵い述物の上1£ど|:取附け*齒*«ど':ょ0ズ車 の風も受けて起こ彳運勅の原勧力か諸機械に傳へる 1の。ふうLe-O,u
"う_う{M^IH飢う•餓う.饑う.Hg動、ヮ下二)食物か«くて肢〇,へる0飲食！！芝1い0",u
"う_う{Mi}，J8う.栽う] (他動*ヮ下二)®種子&蒔さつける0植物の根か地,:埋めて生長させ る。®,1めこむ。いれこ1'0®物な地1""-埋め立てKJ0 ウ1スン [吳般K名]  [地^^§目&支那杠蘇« 上梅市の束北|:ゎる都市で開港揚。上海の附»港。昭 和七与一月、上海事件1'-際1、我が軍の占據1?;處0 ウ—チン [魚辰] (名)(支那音)支那料理0°さ か1:鮫の軟酷か乾燥し?:1°0 ウ1ビ1 [whoopee] (名'-,(来國の流行8] 歡樂 の素。(期か«映*-ダン《--シャズ*痛飲.悄人とのド ライ',""の如さ類^底拔醞ぎ0愉快«遊ぴ〇一四五",u
ううほ1うえつ,u
ウ！ボ*卜 [獨u.boot] (名)ドィッ®大型潛水艦。ゥンテル-*1卜0略〇,u
ウ1マンHVomanK务女。婦人。旣婚の婦°,u
"ウ1マン-サフレ1ジ.ム1ヴメント [woman suffrage movement]  (句) 婦人* 政描 0 ウ1ランCUianK名)®搶騎兵。ドィクの搶騎兵。©韃钮の呙兵。 「種®羅渺。©棉花。 ク丨ル [矣0013(名)〇羊毛。緬毛。®羊毛®の一 ウ1Wン-ちや [烏龍茶] (名)(文字の支那音M傲 及び支那,*建®から産出マる！種の茶。多く靑心種 から採取マう0*1茶と絲茶と0中間0如きtoo獨 特の强い芳香がめる0",u
"う.うん [烏雲] (名] ®烏0如く1""-集まり、雲の如 <r-散Sこと。©*形極まy«い陣法。®黑黑と重 «石®rs女の黑*の形容0 う七うへ [上] (名)0高い所。かみ。C下の對).©お. tてo表面0©かIら0い7;,;'さ〇@ほとリ〇かれ はら0©すぐれゐうこと。たふといこと。®加へ*"",こ. と。添へることo®主上。至尊OC古語；J ®朝廷。殿 上。(古語] 0將軍。公方。®贵人の妻。®貴婦人。 ©政府。官腿06物事,:關係してゐる、、と〇©事の 濟ん,;後o ©門.車«どの屋根0©贵人の御座に近 い處0 |には上妗ある(句)上|:,1際腿がな い。—の女房(句)主上'し奉仕1女房◊丨の御 局(句)主上の御座の近くu6る奥向の室。—見 ^^(句：^上か畏れ^做忸の人か^膝が他の鳥か 恐れす^空か見ぁげ^のに替へてい今—よ下 ^(句)上|:?£つたリ下''-なつ?;りす8,;''ふ0又、 湛雜する？ま。—を下へ(句)上のも0か下へ、 下の1の^上へおいて溫雜する3ま0 らえ-二上] (接尾)〇贵婦人®名0下1'-添へ*語。「癸の一」。©目上の人の稱の下|:添へる語。「母|」。 3えう二签j (名)魚^捕へる具。細い竹を編んで、 底無し*利のゃう|:造り、水中|:沈めて入る'""-為く 出*|:難いゃう|:1-?:10'0うけ0うへ,,?£0 うえ！ [凯.鑛■餓] (名-1る：と。°'もじいう。 クHイスト [waist] (名)©腰部。®胴着。チョッキ。© [船] 中部甲板0",u
ウエイタIfwaiterKS給仕人。*'-ィ。,u
"う幺-うえ,,:::上上] (名)高貴訂身分の人。7。クH1ヴfwave] (名)®波o ©頭髮かうれらすこ",u
ウHiアィング-ル1ム [waiting-roo日] (名)待合室。應接室り,u
"ウエ1トレス [waitress}i女給仕人。女給。クエ1フ71 [wafer] (名)アイスク91ム等,: あしらって食べ、又、離乳期後の小兒や病人1'-適する 輕く消北のよい洋菓子。材料U11パタ！雄糖■難卵 牛乳•メリケン粉•燒粉•鹽•香料等^用ひる。",u
ヴエ1ル！：VeilK名)顏蔽。面*。,u
"ウエ1ルス [矣&63] (名),'地] ィギ9ス大K Vテ ン鳥の西|:突出1わ大半岛で、山多く-:つの歷史'64 區割4*す。面稂二萬方籽。 「つら。",u
うえ-がみ：U 8髮3 (名)いれげ。つけ4'み。か,u
"うえ-#.4•• [植木] (名'-,©植点れ木。0鉢植にし ?:小さい*o11'んさい(盆栽°© [地] 熊本縣鹿本(び-郡にぁろ町^西南戦役の激戦地。！だな [植木 店j(名-1木を賣る店。！ばち. [植木鉢] (名) うみ木なう点KJ鉢。！むろ [植木室] (名)冬季 r-*3^畏れる花木又11花な早く咲 >乜ようとす*0 花木‘入れて8く暖室。丨-P [植木屋] (名] 植 木の栽培.庭囿植物0手入*庭づくリ«どな業とする tの。*丁。 『さ2。こえ*o",u
"うえ-こ.す：：.~7?--«""上越す3(自動'サ四)ま",u
"うえ-こみう18込] (名)樹木^しげく植点込ん ,;所o r木をしげく植点つける0",u
"うえ-こ•む：u {S::.} [植込む] (他動*マ四)草3幺-さま：-""上樣] (名)0髙贵«人の尊稱。® 江戶時代の將軍の*稱。",u
う&-ざま!'. [上樣] (务上の方。上部。,u
うえ-じ：：-植字-名今活字口❺活字か組立てる こと。しょくじ0 !ばん [植字版] (名)活字版。,u
うえ-した：：•• [上下] (名)0うへとした0かみと Lto ©朝野。官民0 ©上と下との顚倒すう-こと〇,u
"う^-uに11 [餓死K名1て死,3こと。",u
うえ-しろ：'- [上白] (名)9*!(0?)の色目。表の 白いもの。<0牛車の上*°白''1の。！む0ぎ な [上白六衣] (名)昔の女官の服裝0上衣1'-白を 用ひ、下衣|:濃*.淡夺濃靑.淡靑.濃*色.淡*色の 六牧な重れれも®。,u
"ヴエスヴィオ-かざん""::::::了火山] (名) [地]  cvesuvio, Vesuvius)イタゞ一南部一一^る活火山。 *ンパ=ヤ平原|:聲え、ナボ9鲟の東侧、ナ*-”市の 東一六粁の處|:あう。海拔一三〇〇米。古來屢••大 活勧な?41、殊|;西曆七九年八月|:,1有名,;*'ンぺ ィ市等^火山灰®，大泥流で狸めてIまった。其®後 二十七间以上の爆發がめっれ。 「直衣姿o(古語]  うえ-すがたU... [上姿] (名)殿上1""-めS時の姿。 うえすぎ.かげかつ [上杉景勝] (名) [人] 戦國時代0武將。長尾政景の子。上杉謙信の*子。 パ久の死後ゝ蹵臣秀吉に仕へ^大老の一に列しゝ會津 百二十萬石1'-封ぜられ,:が、*吉の殁後、慶長五年石 田三成と結んで關ケ原役|:德川家康,:叛い,:の.で、 来澤三十萬石K移？れれ。元和九年0一二八三)卒。 年六十九。",u
"うえすぎ-けんしん：-|7 [上杉謙信] (名) [人]  戦國時代0武將C長尾爲景の子、初の名,1*虎。後、 輝虎i改め、雍装して謙信と號しれ0兵略|:長じ、 屢*武田信玄と戦ふ。天正六年0三三八] 越後國春 日山城1'-歿。年四十九。",u
"うえすぎ-ょうざん：!'.::: [上杉鹰山}(名) [人] •来澤藩主。名,1治逾。上杉重定の養子。老後8退し て®山と號し,;o徹底的節儉4厲行し、行政の尉新 産業のil:努め、荒地開墾、百姓の救恤に盡痒し t:c文政五年C二四八二)卒。年七十二。",u
"ヴHスト [vestK名)0チョッキ。又、婦人洋服0 上半身,:著用して、その上|;スカートな重ねう1の0©小型寫*器。！ス*£\エ1夕—qest swea-^1-] (名)袖.襟共|:,£く、前でボタン^かけるス ウH丨ター0",u
"ウKストミンスタ1^Westminster}(名) [地] 〇ンドン市主要01部で，テームス河の左岸に一四六位し’河岸からハィド公園じかけての地域で’パッ キンガム宮殿^始め*國會議事堂等が,-って政治0 中心地域な«し、ゥ4ストミ|ン1<ター寺院.同名 0ホ~,1-等があう。|-じいん"".: [|寺院]  (名)西屏六百年代の始、東サキンン王セ-*ルト®創 建0 i說|:は懺悔者エFヮードの建立といふ。歴代 の英國皇帝•皇后0外，著名の政治家•丈學者•軍人t ここじ葬られれり曾堂の形狀はラテン十字架^^全長 一七一米。高？三七米0塔の高？七五米c rる田。 うえ-たi:. [植田K名] 苗代'U仕立て六苗を植在 う泛•だう？ [上田] (名)高地の田o C古語：> !じ ま [上田漓1(名--長野縣上田地方から»マる轴® 縞織物。",u
"ヴエダ [吠陀•韋陁-名二宗-梵づ民-印度婆 羅門敎の最も古い經典で、ア|ルャ族が中央高原‘出て、ガンジス诃邊'""-移住し?:間0»""美歌4集め,; too",u
"うえだ-あきなD :• [上田秋成] (名)""人J國學者。通稱は東作0大阪0人〇博锘强妃、文章|:長 じ、又、茶器4?製し、粟田燒>發明し,:〇文化六年01四六ち歿。年七十八。「雨月物語」「藤®册子」等®",u
"うえだ-1-:U.{上田市] (名]  [地] 長野縣の北信® 業及び機業都市o上田縞•上田純の產か以てあら,1 る。上田8絲•""學校の所在地。*0えだ-びん：-1.""上田敏3(名) [么荚文學者.譯 詩家•鑑賞批評家。舊幕臣上田*二の子0柳村と號す る。東京高等師範學校敎授か經て、京都帝國大學(文 學部] 敎授と*っ?:。詩19|:於''て,1明治0象徴主義 者であり、文壇に於いて|1、明治末期享樂派の創成者 であっれ。大疋五年殁。年四十三。その著|:、「海潮 音」「みなつくし」「伊曾保物語考J「民俗傳""」「現代 の教術」「詩聖ダンテ」等が,,り、「上田敏全集」|:取 められてゐう0",u
うえ-つ-がた：''7 [上つ方] (名)官位高さ人。貴 人。贵紳〇 『月。 j うえ-つき：u [*月] (名] 苗や植物^植Asベ含,u
"う年つ•<-{-%<""- [植附く] (他動、力下二)草木か移し植焱ておひ立?1彳0 うえ-づナ- [植附] (名)0う点つけること。® ,:う点。丨半作(-)(句)田植がすめ|う:、取搜の 半分は保證されれも同椋であるの意。 うえ-つ-ける：-----けょ令ける-植附ける-他 動•力下一)(うえつく)の口語。r結婚用の指環。",u
"ウHッディング-9ング [寄6!3&う''3-11&(名]  うえ-つsfau.: [上局] (名)0宮中の奥御殿® 室0 c下局の對)°宮中の女房の詰所。(以上古語]  うえ.な.1:'1{う!:',;- [上無し] (形-)0ま3 る1の»'«い0最上である〇©限が«い〇 ri繩0 うえ-なわ?1 [植»] (名)移植の時|:照準|:用ひ ヴH-ス [Venice] (名) [地] ィタ9—北部の要* 市で*グ1=ス酹|:臨む0町|1百十七の小鳥の上|: あって、百五十の運河が四通八逮してゐる。市內の 交通U主として小舟と小蒸氣船,'-ょり、小舟,1ゴン ドラと呼び~何客か運ぷ0市內|:サンマル=寺院.ナ ボリ寺-サン-エルモ城^國立博物館等が^る。—^—けんち<了派建築] (名] C建] ィタVI國ルネサンス建築の一派で、グH=スな中心とLて起り* 初め,1ゴシック式で6っれが、後、芷面が平坦で凹凸 0尨いtの8,用ひられ、0美_輕快•華鹿な美術的違 築となっれ。",u
"ヴエニス-の-1-ょうにんTi:::::6 Tの商人]  [Merchant of Venice] (名) [文-'-,f クス,;ヤ作の*削0アント=オと守錢奴シャィロックとの 訴訟事#の中|:シャィ°ックや奇智|:富む若い女ボ —シヶの性格描寫が最t巧み,'-あら11れ、韻文と散 文、夢幻と現*とか點線して、渾然れる劇か構成して ゐるo1五九四年頃發刊。坪內逍迤の邦譯がわso 今えのう'•• [上野] (名) [地] 東京市下谷區|:ある 公函G大正十三年、帝室0'ら東京市1""-御下賜とな,' た。*花の名所。*永寺•東照宮•帝室博物館•帝國學 士院.束京美術學校*東京音樂學校•東京科學博物館• 束京府美術館等があろり又’公固の北侧一一は東北* 信越•常磐•山手線等0鐵道驛がある。！せんそう1；；：:；： [上野戰爭j (务 [歷] 明治元年四月、 將軍德川座甚の恭順か悦ばぬ琺»'、上野公園に輪王 寺宮を奉じて、彰*隊と稱して官軍|:反抗し,;戦0 うえ-の-きぬは.： [表衮] (名)(ほう] (袍] 。(古語) うえ-の-はかまは：：： [表袴] (忘束帶の時,:大口 0上|:11く袴0色|1表白、裘*1で，地質|1平絹.綾で、 表,:紋様が*る0",u
"うえ-&げ：usa(名)能の假面などに毛‘植 在て作っれ髯。 r人] 。(古語]  今え-ひと：--上人-名ズてんじょうぴと^殿上 う幺-びと：u [飢人] (名)ひtじがってゐS人。 うえ-びと!*! [植人] (名)植物如う&つける人0 うえ•ぶう？--11""-上ぶ] (_動•バ上二) 上品|:«う0上つ方らしく«る0(古語] ",u
"うえ-ぶtu [上臥] (名)殿中0宿*o (古語) ウェブスタ1 [websterK名]  [人] ®Qog Web-ss0英國の劇作家0シHIクス！,ヤ|:比肩する作家0 「白鬼」「乇ル7-の公爵夫人」等の奢*'6う=(--:;) ©(Noah Webster)ア メ 9 力の8*編""者。一ん二 八年辭*を編*LT:。これが有名なゥH•フスター辭 典で^ろ❶又’氏の作つれスぺリング-グックも好評か 博しむ。(--) 「(種痘] 。 うえ-ぼうそう：|:!* [植疱瘡] (® ts] しゅと、フ .うえまち-もの：？」•：：： [上町者] (名)堅氣者。几帳 面«人0 「所。",u
う年みだい：':~ [上御臺] (名)*婦と«った御蠱 うえ-めえ上植女-名一田に苗か植点る女。？^ tめ(早少女] 0,u
"うえ-もの：U [暗物K名] 0しょくぶつ。®野菜。 うえもん：：：：！！ [右衛門] (爸(うぇもんふ] 。！の-かみ  [右衞門督]  (名) 右衙門府の長官。！ ■ じん [右衞門陣K名)？し？tん-宜秋 門°—'だいぶ [右衞門大夫] (名] 右*""の尉(,0-3で五位のt®。I-の-ふ1-よう"":”：：  [右衞門府生] (名)右,8門府の下官。！ふ [右 e門府K名KえもんふX®門府°「綠侧0 ヴ-フンダ{verandah] (名)張出し綠。廊下。",u
"ウェリントン [Arthur ""Wellesley 名-一う-—gton] (名) [人] ィギ9スの名將•政治家。印度♦ポル トガル.スぺィン,:活躍して戦功な樹て、！八1五年 聯合*總帥とLて、**のナボレ1'ンかゥォ-夕1 口—|:破り*英名か«界|;淼かし?;0功％以て公爵 とな2。後、政界|;入クて保守派^首領と«リ、內間 を組織しれ。SS",u
"う•える-，f {--,1-飢袅る] (自動、ヮ下一)「うう」の口語。 *>",u
"う免る-昼{-!""■奮.} [植袅る] C他動、ヮ下一)？う」の口語。",u
